站點代碼,來源分類,行政區,站點名稱,站點細項分類,緯度(Latitude),經度(Longitude),詳細地址/位置,飲水機補水資訊,洗手間/公廁資訊,充氣/單車設施,開放/營業時間,網站小卡文案簡介,特色標籤,Google地圖連結,特色標籤
GOV-YL-031,公所/戶政/圖書館,褒忠鄉,褒忠鄉公所 / 褒忠戶政事務所,行政機關/戶政,23.693412,120.312345,雲林縣褒忠鄉中勝路38號,提供 (大廳飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,褒忠市街中心，158縣道橫貫平原中繼點，公所大廳提供便民加水與如廁。,"褒忠核心,158縣道,冷氣大廳,便民服務","https://www.google.com/maps/search/?api=1&query=23.693412,120.312345",
GOV-YL-032,公所/戶政/圖書館,褒忠鄉,褒忠鄉立圖書館,公共圖書館,23.695678,120.310123,雲林縣褒忠鄉自強路1號,提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),座落褒忠公園旁，環境幽靜，具備優質飲用水與整潔洗手間。,"公園旁,文教閱讀,冷熱飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.695678,120.310123",
GOV-YL-033,公所/戶政/圖書館,臺西鄉,臺西鄉公所 / 臺西戶政事務所,行政機關/戶政,23.701234,120.197891,雲林縣臺西鄉台西村中山路26號,提供 (大廳冷溫熱飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,臺西海口政務核心，深入本島極西濱海公路巡航之最關鍵公部門水廁基地。,"臺西核心,海口門戶,冷氣開放,無障礙洗手間","https://www.google.com/maps/search/?api=1&query=23.701234,120.197891",
GOV-YL-034,公所/戶政/圖書館,臺西鄉,臺西鄉立圖書館,公共圖書館,23.701512,120.197543,雲林縣臺西鄉中山路28號 (公所旁),提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),臺西文教閱讀中心，海風強勁時極佳的室內避風、吹冷氣與加水點。,"海線文教,避風休整,冷熱飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.701512,120.197543",
GOV-YL-035,公所/戶政/圖書館,元長鄉,元長鄉公所 / 元長戶政事務所,行政機關/戶政,23.647812,120.314512,雲林縣元長鄉長南村中山路88號,提供 (大廳飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,黑金剛花生之鄉元長核心，台19線與145線交會處，大廳便民水廁齊備。,"元長核心,花生故鄉,冷氣大廳,便民水廁","https://www.google.com/maps/search/?api=1&query=23.647812,120.314512",
GOV-YL-036,公所/戶政/圖書館,元長鄉,元長鄉立圖書館,公共圖書館,23.649812,120.312145,雲林縣元長鄉元西路10號,提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),元長市區安靜圖書館，環境舒適，長程單車巡航最佳飲水補給站。,"文教閱讀,安靜舒適,冷熱飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.649812,120.312145",
GOV-YL-037,公所/戶政/圖書館,四湖鄉,四湖鄉公所 / 四湖戶政事務所,行政機關/戶政,23.636781,120.224512,雲林縣四湖鄉四湖村中山路38號,提供 (大廳冷溫熱飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,四湖鄉政核心，160縣道貫穿市區，提供前往三條崙海岸車友優質水廁服務。,"四湖核心,160縣道,冷氣大廳,無障礙洗手間","https://www.google.com/maps/search/?api=1&query=23.636781,120.224512",
GOV-YL-038,公所/戶政/圖書館,四湖鄉,四湖鄉立圖書館,公共圖書館,23.637123,120.224123,雲林縣四湖鄉中山路40號 (公所旁),提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),四湖文教閱讀中心，緊鄰市區公所，設備新穎乾淨，假日補水如廁便利。,"文教中心,冷氣閱覽,冷熱飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.637123,120.224123",
GOV-YL-039,公所/戶政/圖書館,口湖鄉,口湖鄉公所 / 口湖戶政事務所,行政機關/戶政,23.582145,120.187654,雲林縣口湖鄉口湖村口湖路200號,提供 (大廳飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,口湖市區行政中心，前往椬梧滯洪池、成龍濕地必經之公部門補水大站。,"口湖行政,滯洪池前哨,冷氣大廳,便民水廁","https://www.google.com/maps/search/?api=1&query=23.582145,120.187654",
GOV-YL-040,公所/戶政/圖書館,口湖鄉,口湖鄉立圖書館 (口湖文教園區),公共圖書館,23.582456,120.187234,雲林縣口湖鄉口湖路202號 (公所旁),提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),口湖鄉文教閱覽園區，提供安靜閱讀空間、充足飲用水及整潔洗手間。,"文教園區,冷熱飲水,安靜舒適,週末開放","https://www.google.com/maps/search/?api=1&query=23.582456,120.187234",
GOV-YL-041,公所/戶政/圖書館,水林鄉,水林鄉公所 / 水林戶政事務所,行政機關/戶政,23.570891,120.246781,雲林縣水林鄉水南村水林路1號,提供 (大廳冷溫熱飲水機),提供 (公用洗手間/無障礙),空調休息閱覽區 / 園區自行車停放空間,週一至週五 08:00-17:30,開台第一鄉政務核心，鄰近顏思齊紀念碑，大廳寬敞涼爽，水廁機能完整。,"開台第一鄉,水林行政,冷氣大廳,無障礙洗手間","https://www.google.com/maps/search/?api=1&query=23.570891,120.246781",
GOV-YL-042,公所/戶政/圖書館,水林鄉,水林鄉立圖書館,公共圖書館,23.571123,120.246432,雲林縣水林鄉水南村水林路2號 (公所對面),提供 (冷溫熱飲水機),提供 (公用洗手間),空調休息閱覽區 / 園區自行車停放空間,週二至週日 08:00-17:30 (週一休館),水林市區文教重鎮，綠樹成蔭，提供車友舒適休整與大容量飲水補給。,"市區綠蔭,文教閱讀,冷熱飲水,週末開放","https://www.google.com/maps/search/?api=1&query=23.571123,120.246432",
TMP-YL-001,在地宮廟聚落,斗六市,斗六新興宮 (開基斗六媽),主祀: 天上聖母 (斗六媽),23.708912,120.541234,雲林縣斗六市中正路105號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"斗六媽祖,市區核心,冷熱飲水,香客公廁","https://www.google.com/maps/search/?api=1&query=23.708912,120.541234",
TMP-YL-002,在地宮廟聚落,斗六市,斗六南聖宮 (關聖帝君五府千歲),主祀: 關聖帝君,23.688765,120.556781,雲林縣斗六市南聖路301號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"關聖帝君,超大園區,完善水廁","https://www.google.com/maps/search/?api=1&query=23.688765,120.556781",
TMP-YL-003,在地宮廟聚落,斗六市,斗六受天宮,主祀: 玄天上帝,23.703214,120.545678,雲林縣斗六市莊敬路55號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"玄天上帝,市區大廟,廟埕寬廣,洗手間","https://www.google.com/maps/search/?api=1&query=23.703214,120.545678",
TMP-YL-004,在地宮廟聚落,斗六市,長和宮 (咬狗庄),主祀: 天上聖母,23.725812,120.551234,雲林縣斗六市長平里長平路,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"地方信仰,安靜廟埕,水廁補給","https://www.google.com/maps/search/?api=1&query=23.725812,120.551234",
TMP-YL-005,在地宮廟聚落,斗六市,湖山巖 (佛教觀音寺),主祀: 觀世音菩薩,23.682145,120.598765,雲林縣斗六市湖山里岩樹路,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"佛教聖地,湖山水庫旁,清幽歇腳,完善水廁","https://www.google.com/maps/search/?api=1&query=23.682145,120.598765",
TMP-YL-006,在地宮廟聚落,斗南鎮,斗南石龜溪天后宮 (石龜媽祖),主祀: 天上聖母 (石龜媽),23.643412,120.485678,雲林縣斗南鎮石龜里四維路111號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"石龜媽祖,農村秘境,南界中繼,飲水洗手間","https://www.google.com/maps/search/?api=1&query=23.643412,120.485678",
TMP-YL-007,在地宮廟聚落,斗南鎮,斗南大東泰安宮,主祀: 天上聖母,23.689123,120.468912,雲林縣斗南鎮大東里大東路,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"大東聚落,安靜休息,水廁齊備","https://www.google.com/maps/search/?api=1&query=23.689123,120.468912",
TMP-YL-008,在地宮廟聚落,斗南鎮,明昌里明昌宮,主祀: 三山國王,23.665432,120.473214,雲林縣斗南鎮明昌里,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"三山國王,地方信仰,飲水提供","https://www.google.com/maps/search/?api=1&query=23.665432,120.473214",
TMP-YL-009,在地宮廟聚落,虎尾鎮,虎尾德興宮 (王爺公廟),主祀: 池府千歲,23.708123,120.435678,雲林縣虎尾鎮中正路1號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"虎尾王爺公,老街起點,傳統信仰,水廁補給","https://www.google.com/maps/search/?api=1&query=23.708123,120.435678",
TMP-YL-010,在地宮廟聚落,虎尾鎮,虎尾持法媽祖宮,主祀: 天上聖母,23.731234,120.456781,雲林縣虎尾鎮頂溪里西園46號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"最美園林,文化古風,庭園景觀,水廁齊備","https://www.google.com/maps/search/?api=1&query=23.731234,120.456781",
TMP-YL-011,在地宮廟聚落,虎尾鎮,虎尾福安宮,主祀: 天上聖母,23.705678,120.433412,雲林縣虎尾鎮公安里,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"市區信仰,安靜廟埕,水廁提供","https://www.google.com/maps/search/?api=1&query=23.705678,120.433412",
TMP-YL-012,在地宮廟聚落,虎尾鎮,埒內拱雲宮,主祀: 趙子龍,23.722145,120.448765,雲林縣虎尾鎮埒內,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"埒內信仰,毛巾工廠旁,水廁補給","https://www.google.com/maps/search/?api=1&query=23.722145,120.448765",
TMP-YL-013,在地宮廟聚落,西螺鎮,西螺廣福宮 (老大媽廟),主祀: 天上聖母,23.798912,120.465432,雲林縣西螺鎮新街路32號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"西螺老大媽,乾隆古廟,木雕石雕,老街聚落","https://www.google.com/maps/search/?api=1&query=23.798912,120.465432",
TMP-YL-014,在地宮廟聚落,西螺鎮,西螺吳厝朝興宮 (吳厝媽),主祀: 天上聖母,23.753891,120.436123,雲林縣西螺鎮吳厝里吳厝60號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"吳厝媽祖,高鐵特區交界,大廟埕,香客水廁","https://www.google.com/maps/search/?api=1&query=23.753891,120.436123",
TMP-YL-015,在地宮廟聚落,西螺鎮,西螺九隆里弓孝宮,主祀: 神農大帝,23.771234,120.456781,雲林縣西螺鎮九隆里,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"農業信仰,田園大廟,水廁齊備","https://www.google.com/maps/search/?api=1&query=23.771234,120.456781",
TMP-YL-016,在地宮廟聚落,西螺鎮,西螺新天宮,主祀: 天上聖母,23.785432,120.462145,雲林縣西螺鎮新豐里,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"外環道旁,廟埕寬廣,洗手間","https://www.google.com/maps/search/?api=1&query=23.785432,120.462145",
TMP-YL-017,在地宮廟聚落,土庫鎮,土庫馬光厝順安宮 (馬光媽祖),主祀: 天上聖母,23.676543,120.323412,雲林縣土庫鎮馬光路155號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"馬光媽祖,櫻花大道周邊,聚落核心,水廁補給","https://www.google.com/maps/search/?api=1&query=23.676543,120.323412",
TMP-YL-018,在地宮廟聚落,土庫鎮,土庫都城隍廟,主祀: 城隍爺,23.691234,120.360543,雲林縣土庫鎮中正路,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"老街周邊,城隍信仰,水廁提供","https://www.google.com/maps/search/?api=1&query=23.691234,120.360543",
TMP-YL-019,在地宮廟聚落,土庫鎮,秀潭奉天宮,主祀: 天上聖母,23.665123,120.351234,雲林縣土庫鎮秀潭里,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"秀潭聚落,145縣道旁,安靜歇腳","https://www.google.com/maps/search/?api=1&query=23.665123,120.351234",
TMP-YL-020,在地宮廟聚落,北港鎮,北港後溝聖安宮,主祀: 楊府千歲,23.588912,120.285612,雲林縣北港鎮後溝里後溝路25號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"鄉村古廟,農村自行車,安靜歇腳,水廁提供","https://www.google.com/maps/search/?api=1&query=23.588912,120.285612",
TMP-YL-021,在地宮廟聚落,北港鎮,北港新街神農大帝廟,主祀: 神農大帝,23.589123,120.301234,雲林縣北港鎮新街里,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"台19線旁,農業信仰,洗手間","https://www.google.com/maps/search/?api=1&query=23.589123,120.301234",
TMP-YL-022,在地宮廟聚落,北港鎮,好收代天府,主祀: 五府千歲,23.596781,120.273412,雲林縣北港鎮好收里,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"好收聚落,外環道中繼,水廁補給","https://www.google.com/maps/search/?api=1&query=23.596781,120.273412",
TMP-YL-023,在地宮廟聚落,古坑鄉,古坑嘉興宮,主祀: 池府千歲,23.643214,120.563412,雲林縣古坑鄉中山路165號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"古坑街區,王爺信仰,爬坡補水,通風廟埕","https://www.google.com/maps/search/?api=1&query=23.643214,120.563412",
TMP-YL-024,在地宮廟聚落,古坑鄉,古坑草嶺受天宮,主祀: 玄天上帝,23.597812,120.696781,雲林縣古坑鄉草嶺村草嶺51號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"草嶺山岳,高山補給,玄天上帝,山道驛站","https://www.google.com/maps/search/?api=1&query=23.597812,120.696781",
TMP-YL-025,在地宮廟聚落,古坑鄉,東和建德寺地母廟,主祀: 地母至尊,23.635678,120.582145,雲林縣古坑鄉東和村建德路,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"地母廟,特殊八卦亭,大型香客洗手間","https://www.google.com/maps/search/?api=1&query=23.635678,120.582145",
TMP-YL-026,在地宮廟聚落,古坑鄉,荷苞山建德寺,主祀: 觀音佛祖,23.651234,120.589123,雲林縣古坑鄉荷苞村,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"桐花公園旁,山林古寺,水廁補給","https://www.google.com/maps/search/?api=1&query=23.651234,120.589123",
TMP-YL-027,在地宮廟聚落,林內鄉,林內九芎開復廟,主祀: 開山聖王,23.754123,120.618765,雲林縣林內鄉九芎村復興路1號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"開山聖王,九芎大廟,林蔭涼亭,冷熱飲水","https://www.google.com/maps/search/?api=1&query=23.754123,120.618765",
TMP-YL-028,在地宮廟聚落,林內鄉,林內濟公廟,主祀: 濟公活佛,23.760123,120.616781,雲林縣林內鄉,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"市區周邊,濟公信仰,洗手間","https://www.google.com/maps/search/?api=1&query=23.760123,120.616781",
TMP-YL-029,在地宮廟聚落,莿桐鄉,莿桐天賢宮,主祀: 五府千歲,23.765412,120.536781,雲林縣莿桐鄉埔子村中正路28號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"莿桐外環,開闊廟埕,五府千歲,水廁友善","https://www.google.com/maps/search/?api=1&query=23.765412,120.536781",
TMP-YL-030,在地宮廟聚落,莿桐鄉,饒平樹仔腳天主堂 (特色教堂),主祀: 天主教,23.778123,120.562145,雲林縣莿桐鄉饒平村,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"百年天主堂,特色建築,休憩點","https://www.google.com/maps/search/?api=1&query=23.778123,120.562145",
TMP-YL-031,在地宮廟聚落,大埤鄉,大埤三山國王廟,主祀: 三山國王,23.647123,120.432891,雲林縣大埤鄉大埤頭段民生路24號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"國定古蹟,三山國王,客家開墾,古蹟水廁","https://www.google.com/maps/search/?api=1&query=23.647123,120.432891",
TMP-YL-032,在地宮廟聚落,大埤鄉,大埤賜福宮,主祀: 天上聖母,23.645678,120.431234,雲林縣大埤鄉,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"大埤市區,媽祖信仰,洗手間","https://www.google.com/maps/search/?api=1&query=23.645678,120.431234",
TMP-YL-033,在地宮廟聚落,二崙鄉,二崙大義田東崇遠堂 (張廖家廟),主祀: 張廖氏歷代先祖,23.774512,120.408912,雲林縣二崙鄉大義村大義路,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"詔安客家,張廖宗祠,歷史建築,園區水廁","https://www.google.com/maps/search/?api=1&query=23.774512,120.408912",
TMP-YL-034,在地宮廟聚落,二崙鄉,二崙興國宮,主祀: 天上聖母,23.771234,120.415678,雲林縣二崙鄉,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"二崙市區,媽祖廟,水廁齊備","https://www.google.com/maps/search/?api=1&query=23.771234,120.415678",
TMP-YL-035,在地宮廟聚落,崙背鄉,崙背奉天宮,主祀: 天上聖母,23.762145,120.357891,雲林縣崙背鄉正義路170號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"崙背媽祖,市區核心,酪農商圈,水廁齊備","https://www.google.com/maps/search/?api=1&query=23.762145,120.357891",
TMP-YL-036,在地宮廟聚落,崙背鄉,崙背天衡宮,主祀: 關聖帝君,23.765432,120.352145,雲林縣崙背鄉,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"關聖帝君,廟埕寬廣,洗手間","https://www.google.com/maps/search/?api=1&query=23.765432,120.352145",
TMP-YL-037,在地宮廟聚落,麥寮鄉,麥寮拱範宮 (國定古蹟),主祀: 天上聖母,23.747812,120.255432,雲林縣麥寮鄉中正路3號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"國定古蹟,開山媽祖,麥寮老街,五星香客廁所","https://www.google.com/maps/search/?api=1&query=23.747812,120.255432",
TMP-YL-038,在地宮廟聚落,麥寮鄉,麥寮楊厝永安宮,主祀: 開山聖王,23.728912,120.235678,雲林縣麥寮鄉楊厝村楊厝路66號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"農村聚落,彩繪羊舍,開山聖王,水廁友善","https://www.google.com/maps/search/?api=1&query=23.728912,120.235678",
TMP-YL-039,在地宮廟聚落,麥寮鄉,光大寮聚寶宮,主祀: 蕭府太傅,23.731234,120.245678,雲林縣麥寮鄉光大寮,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"蕭府太傅,王爺信仰,大型香客廁所","https://www.google.com/maps/search/?api=1&query=23.731234,120.245678",
TMP-YL-040,在地宮廟聚落,東勢鄉,東勢賜安宮,主祀: 三山國王/天上聖母,23.676123,120.255123,雲林縣東勢鄉東南村東勢東路1號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"東勢核心,賜安宮,大廟埕,水廁齊備","https://www.google.com/maps/search/?api=1&query=23.676123,120.255123",
TMP-YL-041,在地宮廟聚落,東勢鄉,安南鎮南宮,主祀: 玄天上帝,23.654123,120.231234,雲林縣東勢鄉安南村,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"安南聚落,153縣道旁,洗手間","https://www.google.com/maps/search/?api=1&query=23.654123,120.231234",
TMP-YL-042,在地宮廟聚落,褒忠鄉,褒忠馬鳴山鎮安宮,主祀: 五年千歲,23.715678,120.311234,雲林縣褒忠鄉馬鳴村鎮安路31號,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"五年千歲祖廟,奇石公園,特大園區,星級香客公廁","https://www.google.com/maps/search/?api=1&query=23.715678,120.311234",
TMP-YL-043,在地宮廟聚落,褒忠鄉,褒忠太湖長安宮,主祀: 天上聖母,23.691234,120.315678,雲林縣褒忠鄉,提供 (冷溫熱飲水機/飲水設備),提供 (公用香客洗手間),寬敞廟埕/遮陽休憩涼亭/單車停放空間,每日 06:00-21:00,在地信仰中心，廟埕寬廣，提供騎乘車友安靜的休整空間與水廁服務。,"市區周邊,媽祖信仰,洗手間","https://www.google.com/maps/search/?api=1&query=23.691234,120.315678",
